mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__colsample_bytree,param_classifier__gamma,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__min_child_weight,param_classifier__n_estimators,param_classifier__subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
70.04123322168986,2.055172232532971,3.137175718943278,0.09761042606577501,0.06,0.01,0.016749369851604436,13,1,1000,1.0,"OrderedDict([('classifier__colsample_bytree', 0.06), ('classifier__gamma', 0.01), ('classifier__learning_rate', 0.016749369851604436), ('classifier__max_depth', 13), ('classifier__min_child_weight', 1), ('classifier__n_estimators', 1000), ('classifier__subsample', 1.0)])",0.7080742850266736,0.6541253860655409,0.6152180016846497,0.6591392242589548,0.038073842894178304,1
80.67033139864604,1.902599643996918,4.3346625963846845,0.09325239402084698,0.06,0.01,0.020556367378736815,15,1,1000,0.7960149741871407,"OrderedDict([('classifier__colsample_bytree', 0.06), ('classifier__gamma', 0.01), ('classifier__learning_rate', 0.020556367378736815), ('classifier__max_depth', 15), ('classifier__min_child_weight', 1), ('classifier__n_estimators', 1000), ('classifier__subsample', 0.7960149741871407)])",0.7065901889214231,0.6558100356985279,0.6132926878183788,0.6585643041461099,0.038138304664550836,2
36.00195542971293,0.8553261729630364,1.9445488452911377,0.02142297484444498,0.06,1.0750048315020149,0.011965276699072378,12,10,1000,1.0,"OrderedDict([('classifier__colsample_bytree', 0.06), ('classifier__gamma', 1.0750048315020149), ('classifier__learning_rate', 0.011965276699072378), ('classifier__max_depth', 12), ('classifier__min_child_weight', 10), ('classifier__n_estimators', 1000), ('classifier__subsample', 1.0)])",0.7060286390437608,0.6539248325378043,0.6144558982792507,0.658136456620272,0.037502844744010694,3
43.45852931340536,0.7277646015952005,2.4999872843424478,0.14591627867717313,0.06,0.11491560312539678,0.02422842325540208,15,9,1000,1.0,"OrderedDict([('classifier__colsample_bytree', 0.06), ('classifier__gamma', 0.11491560312539678), ('classifier__learning_rate', 0.02422842325540208), ('classifier__max_depth', 15), ('classifier__min_child_weight', 9), ('classifier__n_estimators', 1000), ('classifier__subsample', 1.0)])",0.7089567205487145,0.6520396293770807,0.6130921342906421,0.6580294947388124,0.03936507411311542,4
22.05853231747945,0.1679501215169997,1.0463697115580242,0.001958352825386004,0.06,3.9004917085269333,0.023904230474980092,12,1,728,0.7261441127246862,"OrderedDict([('classifier__colsample_bytree', 0.06), ('classifier__gamma', 3.9004917085269333), ('classifier__learning_rate', 0.023904230474980092), ('classifier__max_depth', 12), ('classifier__min_child_weight', 1), ('classifier__n_estimators', 728), ('classifier__subsample', 0.7261441127246862)])",0.704504432232963,0.6519594079659862,0.6161004372066905,0.6575214258018799,0.03630444064625707,5
92.15268476804097,2.1584415337939236,4.790823300679524,0.09651369125278751,0.06,0.01,0.01,15,1,1000,0.5996808011462602,"OrderedDict([('classifier__colsample_bytree', 0.06), ('classifier__gamma', 0.01), ('classifier__learning_rate', 0.01), ('classifier__max_depth', 15), ('classifier__min_child_weight', 1), ('classifier__n_estimators', 1000), ('classifier__subsample', 0.5996808011462602)])",0.7020576791945771,0.652601179254743,0.6177449761341302,0.6574679448611501,0.034592118851366066,6
53.045211950937905,1.5258919451621171,2.111169179280599,0.05005608490407176,0.35558744522065056,0.01,0.019205955408772103,15,10,842,0.8800276073340143,"OrderedDict([('classifier__colsample_bytree', 0.35558744522065056), ('classifier__gamma', 0.01), ('classifier__learning_rate', 0.019205955408772103), ('classifier__max_depth', 15), ('classifier__min_child_weight', 10), ('classifier__n_estimators', 842), ('classifier__subsample', 0.8800276073340143)])",0.7080742850266736,0.654005053948899,0.6102041634912359,0.6574278341556028,0.04002854598573282,7
139.7829954624176,4.3103721049237755,3.763184070587158,0.0554560376473009,0.5242000013871835,0.01,0.023073288274014357,15,1,1000,1.0,"OrderedDict([('classifier__colsample_bytree', 0.5242000013871835), ('classifier__gamma', 0.01), ('classifier__learning_rate', 0.023073288274014357), ('classifier__max_depth', 15), ('classifier__min_child_weight', 1), ('classifier__n_estimators', 1000), ('classifier__subsample', 1.0)])",0.7124864626368778,0.6530022863102162,0.6063936464642413,0.6572941318037784,0.04341840135369384,8
68.66836897532146,1.5880035381159372,3.75433349609375,0.0555299525520824,0.06,0.595497650820328,0.01,14,1,1000,0.516903109818348,"OrderedDict([('classifier__colsample_bytree', 0.06), ('classifier__gamma', 0.595497650820328), ('classifier__learning_rate', 0.01), ('classifier__max_depth', 14), ('classifier__min_child_weight', 1), ('classifier__n_estimators', 1000), ('classifier__subsample', 0.516903109818348)])",0.7050659821106253,0.6521599614937227,0.6144157875737034,0.6572139103926838,0.03717993403257936,9
42.95965345700582,1.1031654920401464,1.7353140513102214,0.07006341706047398,0.06,0.01,0.01,11,1,887,0.9994229598132496,"OrderedDict([('classifier__colsample_bytree', 0.06), ('classifier__gamma', 0.01), ('classifier__learning_rate', 0.01), ('classifier__max_depth', 11), ('classifier__min_child_weight', 1), ('classifier__n_estimators', 887), ('classifier__subsample', 0.9994229598132496)])",0.7031406682443544,0.6528819541935743,0.6153784445068389,0.6571336889815892,0.03595469292845414,10
