mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__colsample_bytree,param_classifier__gamma,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__min_child_weight,param_classifier__n_estimators,param_classifier__subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
43.87807750701904,1.0173283024718738,1.06167467435201,0.09200104593776409,1.0,2.98463699335322,0.10135188899741626,5,1,1000,0.5864237504016219,"OrderedDict([('classifier__colsample_bytree', 1.0), ('classifier__gamma', 2.98463699335322), ('classifier__learning_rate', 0.10135188899741626), ('classifier__max_depth', 5), ('classifier__min_child_weight', 1), ('classifier__n_estimators', 1000), ('classifier__subsample', 0.5864237504016219)])",0.22069313351105987,0.28294545716550185,0.2749477628071187,0.2595287844945601,0.027654374207910427,1
65.49722671508789,1.3761908311592899,1.9900761445363362,0.06316065986859941,0.6376579342322819,4.44550267217204,0.025905619519718724,7,1,650,0.6429531771849302,"OrderedDict([('classifier__colsample_bytree', 0.6376579342322819), ('classifier__gamma', 4.44550267217204), ('classifier__learning_rate', 0.025905619519718724), ('classifier__max_depth', 7), ('classifier__min_child_weight', 1), ('classifier__n_estimators', 650), ('classifier__subsample', 0.6429531771849302)])",0.2211974926147417,0.28481879097917717,0.27170545428344983,0.2592405792924562,0.027428054163574363,2
43.75561420122782,0.24658045032834516,1.3481771151224773,0.021040783152898934,1.0,0.01,0.18318583168904148,3,10,1000,0.6828318773663316,"OrderedDict([('classifier__colsample_bytree', 1.0), ('classifier__gamma', 0.01), ('classifier__learning_rate', 0.18318583168904148), ('classifier__max_depth', 3), ('classifier__min_child_weight', 10), ('classifier__n_estimators', 1000), ('classifier__subsample', 0.6828318773663316)])",0.2172346710858131,0.2782621226313135,0.28208084155919017,0.2591925450921056,0.029709628595327667,3
134.10556228955588,7.084277561794354,4.469794114430745,0.026178581013303257,1.0,0.025477782328710008,0.04697321311469025,7,10,1000,0.5855302437379497,"OrderedDict([('classifier__colsample_bytree', 1.0), ('classifier__gamma', 0.025477782328710008), ('classifier__learning_rate', 0.04697321311469025), ('classifier__max_depth', 7), ('classifier__min_child_weight', 10), ('classifier__n_estimators', 1000), ('classifier__subsample', 0.5855302437379497)])",0.22271056992578717,0.28056776424814467,0.27386699329922903,0.25904844249105363,0.02583996671507939,4
211.77207080523172,4.883562349672868,5.735746304194133,0.07369101888853694,1.0,0.01,0.047802190105717894,8,1,1000,0.5638652071054187,"OrderedDict([('classifier__colsample_bytree', 1.0), ('classifier__gamma', 0.01), ('classifier__learning_rate', 0.047802190105717894), ('classifier__max_depth', 8), ('classifier__min_child_weight', 1), ('classifier__n_estimators', 1000), ('classifier__subsample', 0.5638652071054187)])",0.22890698177102098,0.27775776352763165,0.26896750486346277,0.2585440833873718,0.02126163220465725,5
77.58812999725342,0.5469096193835209,2.6556597550710044,0.07493006647842484,1.0,0.01,0.13804832100520245,5,1,1000,0.8438498337086966,"OrderedDict([('classifier__colsample_bytree', 1.0), ('classifier__gamma', 0.01), ('classifier__learning_rate', 0.13804832100520245), ('classifier__max_depth', 5), ('classifier__min_child_weight', 1), ('classifier__n_estimators', 1000), ('classifier__subsample', 0.8438498337086966)])",0.21997262050580013,0.2756682758123784,0.27811802003026154,0.2579196387828134,0.026851225406800894,6
83.39582029978435,2.372777109020052,2.730682611465454,0.0916853050825896,0.4781255252658629,0.5211208012951264,0.058149099869331984,8,8,869,0.9315242957017056,"OrderedDict([('classifier__colsample_bytree', 0.4781255252658629), ('classifier__gamma', 0.5211208012951264), ('classifier__learning_rate', 0.058149099869331984), ('classifier__max_depth', 8), ('classifier__min_child_weight', 8), ('classifier__n_estimators', 869), ('classifier__subsample', 0.9315242957017056)])",0.22465595503998848,0.27703725052237194,0.27040853087398226,0.2573672454787809,0.023288142514629066,7
44.46250422795614,0.5925030594221987,1.4849124749501545,0.026715265603895016,1.0,0.01,0.18132410729248152,4,10,765,0.6550237361557092,"OrderedDict([('classifier__colsample_bytree', 1.0), ('classifier__gamma', 0.01), ('classifier__learning_rate', 0.18132410729248152), ('classifier__max_depth', 4), ('classifier__min_child_weight', 10), ('classifier__n_estimators', 765), ('classifier__subsample', 0.6550237361557092)])",0.21464082426687803,0.2785503278334174,0.2780459687297356,0.257079040276677,0.03000905672289767,8
55.3414511680603,0.9502560363014654,1.8584614594777424,0.03182362487968046,1.0,0.01,0.16024214222134484,4,10,1000,0.6585639578858151,"OrderedDict([('classifier__colsample_bytree', 1.0), ('classifier__gamma', 0.01), ('classifier__learning_rate', 0.16024214222134484), ('classifier__max_depth', 4), ('classifier__min_child_weight', 10), ('classifier__n_estimators', 1000), ('classifier__subsample', 0.6585639578858151)])",0.21932415880106637,0.2731464802939693,0.2785503278334174,0.25700698897615104,0.026736955193895986,9
23.53534436225891,0.09624877738298754,0.44911352793375653,0.0035036585158848576,0.2022564406838403,0.03803070598791466,0.28739856947648534,1,6,1000,0.6592350081780318,"OrderedDict([('classifier__colsample_bytree', 0.2022564406838403), ('classifier__gamma', 0.03803070598791466), ('classifier__learning_rate', 0.28739856947648534), ('classifier__max_depth', 1), ('classifier__min_child_weight', 6), ('classifier__n_estimators', 1000), ('classifier__subsample', 0.6592350081780318)])",0.21283954175372866,0.28604366308811874,0.27184955688450174,0.2569109205754497,0.03169734990148358,10
